anime_id,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity_rank,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,opening_theme,ending_theme,duration_min,aired_from_year,weighted_avg,popularity_score,normalized_weight,normalized_popularity,normalized_fav,final_score
2205,Bakuretsu Tenshi: Infinity,,爆裂天使 -Infinity-,"Bakuretsu Tenshi OVA, Burst Angel: Tenchi Sairin, Burst Angel: The Angel&#039;s Second Coming, Burst Angel OVA",https://myanimelist.cdn-dena.com/images/anime/11/21537.jpg,OVA,Original,1,Finished Airing,False,"Mar 23, 2007","{'from': '2007-03-23', 'to': '2007-03-23'}",27 min.,PG-13 - Teens 13 or older,6.88,5735,3983.0,3333,12750,15,,,,"{'Sequel': [{'mal_id': 109, 'type': 'anime', 'url': 'https://myanimelist.net/anime/109/Bakuretsu_Tenshi', 'title': 'Bakuretsu Tenshi'}], 'Summary': [{'mal_id': 2212, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2212/Bakuretsu_Tenshi__Infinity_Special', 'title': 'Bakuretsu Tenshi: Infinity Special'}]}",,Funimation,Gonzo,"Action, Comedy, Mecha, Sci-Fi, Shounen","['""Loosey"" by THE STRiPES']",[],27.0,2007.0,6.882119763607757,2989,0.8767163344676421,0.7713075701429328,0.07612142756910988,0.5689679596192959
2138,Kage (OVA),Shadow,影Shadow,Hyper Shinobi Animation: Shadow,https://myanimelist.cdn-dena.com/images/anime/1/2279.jpg,OVA,Original,4,Finished Airing,False,"Mar 26, 2004 to Dec 26, 2004","{'from': '2004-03-26', 'to': '2004-12-26'}",29 min. per ep.,Rx - Hentai,6.42,1271,,5354,3922,15,,,,[],,Super Techno Arts,APPP,"Action, Martial Arts, Hentai, Historical",[],[],29.0,2004.0,6.462573902736146,1530,0.8000116024665946,0.8477148403035116,0.07245427756209365,0.567659637709626
1051,Ao no 6-gou,Blue Submarine No. 6,青の6号,"Ao no 6-go, Ao no Rokugou, Ao no Rokugo",https://myanimelist.cdn-dena.com/images/anime/3/20750.jpg,OVA,Manga,4,Finished Airing,False,"Oct 25, 1998 to Mar 25, 2000","{'from': '1998-10-25', 'to': '2000-03-25'}",32 min. per ep.,PG-13 - Teens 13 or older,7.14,16149,3026.0,1950,34469,184,,,,"{'Adaptation': [{'mal_id': 43515, 'type': 'manga', 'url': 'https://myanimelist.net/manga/43515/Ao_no_6-gou', 'title': 'Ao no 6-gou'}]}",,"Bandai Entertainment, Discotek Media",Gonzo,"Action, Adventure, Mecha, Military, Sci-Fi",[],"['""Mina Soko ni Nemure (みなそこに眠れ)"" by The Thrill ft. Yukarie']",32.0,1998.0,7.139161106569713,4623,0.9127008147562197,0.7148403035115581,0.08832966930165116,0.5662373598979116
1216,Boku wa Konomama Kaeranai,I Shall Never Return,ぼくはこのまま帰らない,Our Road of no Return,https://myanimelist.cdn-dena.com/images/anime/1/1216.jpg,OVA,Manga,1,Finished Airing,False,"Jun 21, 1994","{'from': '1994-06-21', 'to': '1994-06-21'}",30 min.,PG-13 - Teens 13 or older,5.59,3833,8202.0,4244,7111,4,,,,"{'Adaptation': [{'mal_id': 1569, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1569/Boku_wa_Konomama_Kaeranai', 'title': 'Boku wa Konomama Kaeranai'}]}",Soft Garage,Media Blasters,J.C.Staff,"Drama, Romance, Shounen Ai",[],"['""Innocence"" by Harukichi Yamamoto']",30.0,1994.0,5.625944271714024,2207,0.8390945705195201,0.7913358037762485,0.06687871275550775,0.5601119987269212
821,Initial D Battle Stage,,頭文字〈イニシャル〉D BATTLE STAGE,,https://myanimelist.cdn-dena.com/images/anime/2/13168.jpg,OVA,Manga,1,Finished Airing,False,"May 15, 2002","{'from': '2002-05-15', 'to': '2002-05-15'}",52 min.,G - All Ages,7.64,9307,1246.0,2806,18012,56,,,,"{'Full story': [{'mal_id': 185, 'type': 'anime', 'url': 'https://myanimelist.net/anime/185/Initial_D_First_Stage', 'title': 'Initial D First Stage'}, {'mal_id': 186, 'type': 'anime', 'url': 'https://myanimelist.net/anime/186/Initial_D_Second_Stage', 'title': 'Initial D Second Stage'}, {'mal_id': 187, 'type': 'anime', 'url': 'https://myanimelist.net/anime/187/Initial_D_Third_Stage', 'title': 'Initial D Third Stage'}], 'Sequel': [{'mal_id': 3931, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3931/Initial_D_Battle_Stage_2', 'title': 'Initial D Battle Stage 2'}]}","OB Planning, Fuji TV",,Pastel,"Action, Cars, Drama, Seinen, Sports",[],"['""Don&#039;t You Wanna Be Free"" by Wain L']",52.0,2002.0,7.633235762799113,3543,0.8621814997367181,0.7943356273160402,0.03926282800879368,0.5596073851703122
9721,Aisai Nikki,,愛妻日記,,https://myanimelist.cdn-dena.com/images/anime/11/36725.jpg,OVA,Visual novel,1,Finished Airing,False,"Dec 22, 2010","{'from': '2010-12-22', 'to': '2010-12-22'}",22 min.,Rx - Hentai,6.54,2749,,4398,6450,39,,,,"{'Adaptation': [{'mal_id': 68473, 'type': 'manga', 'url': 'https://myanimelist.net/manga/68473/Aisai_Nikki', 'title': 'Aisai Nikki'}]}",Pink Pineapple,,G-Lam,Hentai,[],[],22.0,2010.0,6.556275472324063,2098,0.9028132645732814,0.77404270337039,0.01325599887740306,0.5577369490509546
2059,Mainichi ga Nichiyoubi,,毎日が日曜日,"Everyday seems Sunday, Everyday is Sunday, Every Day is Sunday",https://myanimelist.cdn-dena.com/images/anime/3/62363.jpg,OVA,Manga,6,Finished Airing,False,"Sep 10, 1990 to Oct 25, 1992","{'from': '1990-09-10', 'to': '1992-10-25'}",24 min. per ep.,R+ - Mild Nudity,6.26,297,6551.0,8505,882,1,,,,"{'Adaptation': [{'mal_id': 45175, 'type': 'manga', 'url': 'https://myanimelist.net/manga/45175/Mainichi_ga_Nichiyoubi', 'title': 'Mainichi ga Nichiyoubi'}]}","Group TAC, Animate Film",,Production I.G,"Comedy, Police, Romance",[],[],24.0,1990.0,6.447327004159338,302,0.7999990520680618,0.818422445738486,0.06584031058515366,0.5558063967692616
27417,Diabolik Lovers OVA,,DIABOLIK LOVERS OAD,,https://myanimelist.cdn-dena.com/images/anime/12/74238.jpg,OVA,Visual novel,1,Finished Airing,False,"Feb 26, 2015","{'from': '2015-02-26', 'to': '2015-02-26'}",11 min.,PG-13 - Teens 13 or older,6.04,9290,7260.0,2721,19268,64,,,,"{'Parent story': [{'mal_id': 17513, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17513/Diabolik_Lovers', 'title': 'Diabolik Lovers'}]}",Frontier Works,,"Production I.G, Zexcs","Harem, School, Vampire, Shoujo",[],"['""DIABOLIK LOVERS DARK FATE"" by Yuki Sugiura']",11.0,2015.0,6.050262920197152,3637,0.9127675784086071,0.6748720663490383,0.06582160063613827,0.5456422109799487
2185,Words Worth Gaiden,,ワーズ・ワース外伝,Words Worth: Outer Story,https://myanimelist.cdn-dena.com/images/anime/1/2354.jpg,OVA,Visual novel,2,Finished Airing,False,"Jul 25, 2002 to Sep 25, 2002","{'from': '2002-07-25', 'to': '2002-09-25'}",27 min. per ep.,Rx - Hentai,5.93,1156,,6067,2869,11,,,,"{'Sequel': [{'mal_id': 203, 'type': 'anime', 'url': 'https://myanimelist.net/anime/203/Words_Worth', 'title': 'Words Worth'}]}",Green Bunny,NuTech Digital,Arms,"Action, Adventure, Fantasy, Hentai",[],[],27.0,2002.0,6.01548472981788,1173,0.7333820100212274,0.8708311275807306,0.04742036577950325,0.5450390561158822
5947,Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume,,天元突破グレンラガン 劇場版前夜祭 映像特典 「ヴィラルの甘い夢」,Tengen Toppa Gurren Lagann Gekijouban Zenyasai Special: Viral&#039;s Sweet Dream,https://myanimelist.cdn-dena.com/images/anime/13/22175.jpg,OVA,Original,1,Finished Airing,False,"Jan, 2009","{'from': None, 'to': None}",5 min.,PG-13 - Teens 13 or older,7.42,10314,1954.0,2535,21963,20,,,,"{'Parent story': [{'mal_id': 2001, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann', 'title': 'Tengen Toppa Gurren Lagann'}]}",,,Gainax,Comedy,[],[],5.0,2009.0,7.41600238339267,3836,0.7884222256415041,0.8180695253220399,0.0338088778708078,0.5412992075153362
31378,Owari no Seraph: Kyuuketsuki Shahar,,終わりのセラフ 吸血鬼シャハル,"Owari no Seraph: Jump Festa 2015 Special, Owari no Seraph: Vampire Shahar, Owari no Seraph OVA",https://myanimelist.cdn-dena.com/images/anime/12/82059.jpg,OVA,Manga,1,Finished Airing,False,"May 2, 2016","{'from': '2016-05-02', 'to': '2016-05-02'}",23 min.,R - 17+ (violence & profanity),7.22,13362,2739.0,1997,32991,63,"It was initially screened at the Jump Special Anime Festa on November 3, 2015. The OVA was bundled with Vol. 11 of the manga, released on May 2, 2016.",,,"{'Adaptation': [{'mal_id': 43661, 'type': 'manga', 'url': 'https://myanimelist.net/manga/43661/Owari_no_Seraph', 'title': 'Owari no Seraph'}], 'Parent story': [{'mal_id': 26243, 'type': 'anime', 'url': 'https://myanimelist.net/anime/26243/Owari_no_Seraph', 'title': 'Owari no Seraph'}]}",,,Wit Studio,"Action, Military, Supernatural, Drama, Vampire, Shounen",[],"['""Orarion (オラリオン)"" by Nagi Yanagi']",23.0,2016.0,7.218393167482637,4539,0.7912927598035229,0.7996294335627316,0.04303288273539455,0.5392051751135443
2238,Fuyu no Semi,Embracing Love: A Cicada in Winter,冬の蝉,Winter Cicada,https://myanimelist.cdn-dena.com/images/anime/1/2443.jpg,OVA,Manga,3,Finished Airing,False,"Feb 23, 2007 to Apr 27, 2007","{'from': '2007-02-23', 'to': '2007-04-27'}",30 min. per ep.,R+ - Mild Nudity,7.7,7453,,3124,14495,136,,,,"{'Adaptation': [{'mal_id': 775, 'type': 'manga', 'url': 'https://myanimelist.net/manga/775/Haru_wo_Daiteita', 'title': 'Haru wo Daiteita'}], 'Summary': [{'mal_id': 10048, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10048/Fuyu_no_Semi_Special', 'title': 'Fuyu no Semi Special'}]}",On-Lead,"Media Blasters, Kitty Media",Venet,"Drama, Historical, Romance, Samurai, Yaoi","['""Kahyakkei"" by NΛT ALLstars']","['""Fuyu no Semi"" by Morikawa Toshiyuki']",30.0,2007.0,7.6907809904211915,3196,0.7695748570224783,0.8080112934533263,0.04814069881659573,0.5364898602664921
3813,Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,Moonlight Pierce,月光のピアス―ユメミと銀のバラ騎士団,"Gekko no Piasu, The Cursed Earring, The Earring of Moonlight",https://myanimelist.cdn-dena.com/images/anime/12/6782.jpg,OVA,Light novel,1,Finished Airing,False,"Dec 14, 1991","{'from': '1991-12-14', 'to': '1991-12-14'}",1 hr. 10 min.,G - All Ages,6.09,104,7103.0,9736,445,0,,,,[],,,Studio Pierrot,"Fantasy, Mystery, Romance, Shoujo","['""LOVE SONG"" by Kyousuke Himuro']","['""MOON"" by Kyousuke Himuro']",70.0,1991.0,6.537886375741457,62,0.8738150186271678,0.7284277395447327,0.01694185883343468,0.5343309236117606
